id,date,region,channel,product_category,customer_segment,ad_spend,price,discount_rate,market_reach,impressions,click_through_rate,competition_index,seasonality_index,campaign_duration_days,customer_lifetime_value,sales_revenue
4758,2010-11-24 10:25:00,North,Social Media,General,Premium,4.2,2.1,0.5078,300.0,6032,0.0102,2.08,0.366025404,21.0,6001.05,116.4237758
4759,2010-06-17 16:20:00,North,Social Media,General,Budget,14.85,4.95,0.3182,164.0,4500,0.0365,4.41,-1.0,30.0,220.56,71.71093572
4760,2010-12-03 12:29:00,North,Email,Kitchen,Premium,17.7,2.95,0.2798,252.0,6756,0.038,7.76,1.0,28.0,8516.17,110.893704
4761,2010-10-31 10:03:00,North,Social Media,Seasonal,Premium,10.2,0.85,0.2505,481.0,13919,0.0158,5.29,-0.366025404,30.0,903.27,195.9057123
4762,2011-09-14 14:09:00,North,Influencer,Storage,Premium,2.5,1.25,0.247,446.0,14523,0.0422,3.14,-1.0,21.0,219.29,147.0251302
4763,2010-11-28 14:28:00,North,Email,Seasonal,Premium,3.4,0.85,0.1956,235.0,4962,0.0324,3.35,0.366025404,28.0,3308.4,171.215943
4764,2010-02-11 13:41:00,North,Email,General,Premium,4.2,2.1,0.3866,598.0,6678,0.0285,1.43,1.366025404,7.0,566.84,122.9896356
4765,2011-02-15 09:49:00,North,Social Media,Lighting,Premium,30.0,1.25,0.221,466.0,6967,0.0236,4.48,1.366025404,60.0,8902.84,186.1165249
4766,2011-02-27 12:41:00,North,Social Media,General,Premium,1.95,1.95,0.2283,169.0,2930,0.063,3.87,1.366025404,28.0,446.95,124.947725
4767,2011-08-03 11:58:00,North,Affiliate,Seasonal,Premium,1.7,0.85,0.0194,384.0,10347,0.005,5.2,-1.366025404,14.0,48744.91,149.9202627
4768,2010-05-05 09:43:00,North,TV,General,Premium,20.28,1.69,0.2727,278.0,4295,0.1335,3.21,-0.366025404,14.0,1562.97,112.9495006
4769,2011-06-06 15:06:00,North,Email,General,Premium,19.8,1.65,0.2079,405.0,6281,0.0002,3.15,-1.0,28.0,4457.46,95.1638606
4770,2010-11-04 15:13:00,North,Social Media,Lighting,Premium,25.2,2.1,0.0041,123.0,1559,0.1739,6.76,0.366025404,28.0,1781.44,193.5005099
4771,2010-04-13 12:24:00,North,Search,General,Premium,5.04,0.42,0.1282,188.0,7324,0.1266,0.69,0.366025404,21.0,1272.92,306.1628108
4772,2010-05-09 12:49:00,North,Social Media,General,Premium,127.0,6.35,0.138,374.0,5086,0.0616,3.97,-0.366025404,90.0,1781.44,130.4147007
4773,2010-09-28 13:13:00,North,Influencer,Storage,Premium,21.8,5.45,0.1172,85.0,1312,0.015,5.38,-1.0,7.0,103462.3,54.58664409
4774,2010-10-17 13:22:00,North,Email,Stationery,Premium,15.0,1.25,0.1783,612.0,13287,0.004,2.68,-0.366025404,28.0,1503.95,168.5938204
4775,2010-06-30 15:34:00,North,Search,General,Premium,9.9,1.65,0.6,685.0,9462,0.0141,2.75,-1.0,7.0,1077.21,101.5206756
4776,2010-09-02 15:58:00,North,Affiliate,General,Standard,16.5,1.65,0.15,170.0,2346,0.0871,6.9,-1.0,90.0,36.3,99.83451048
4777,2011-03-20 11:33:00,North,Email,General,Premium,29.75,5.95,0.3862,452.0,3152,0.0415,2.22,1.0,21.0,91.31,107.437936
4778,2010-07-29 13:27:00,North,Influencer,Storage,Premium,23.4,1.95,0.0657,456.0,13588,0.0235,8.66,-1.366025404,21.0,58.2,104.8682466
4779,2010-11-29 17:35:00,North,Search,Storage,Standard,1.65,1.65,0.1587,240.0,2082,0.004,6.25,0.366025404,60.0,124.9,123.3809222
4780,2011-08-15 16:13:00,North,Affiliate,Seasonal,Premium,17.7,2.95,0.0479,874.0,16868,0.0945,5.23,-1.366025404,30.0,1919.97,101.7315319
4781,2010-10-12 10:05:00,North,Email,General,Premium,102.0,4.25,0.2166,1137.0,31652,0.0479,1.21,-0.366025404,90.0,2957.77,142.097184
4782,2010-10-15 12:22:00,North,Email,General,Standard,6.3,2.1,0.0823,566.0,11890,0.1413,2.75,-0.366025404,60.0,441.16,163.0617358
4783,2010-10-13 13:01:00,North,Influencer,General,Premium,15.0,1.25,0.1284,132.0,5015,0.0389,1.3,-0.366025404,7.0,742.19,144.8226425
4784,2010-01-07 11:22:00,North,Search,General,Premium,45.95,45.95,0.204,23.0,494,0.0137,0.94,1.366025404,60.0,1118.85,114.4625153
4785,2010-03-07 13:00:00,North,Social Media,General,Premium,10.75,10.75,0.3292,19.0,-321,0.0112,4.82,1.0,60.0,162.44,74.89088096
4786,2011-11-29 15:23:00,North,Social Media,General,Premium,1.65,1.65,0.4598,587.0,6752,0.018,6.21,0.366025404,28.0,1816.34,132.303467
4787,2011-04-19 16:19:00,West,TV,General,Standard,1.25,1.25,0.1656,431.0,12055,0.0652,5.02,0.366025404,21.0,2380.82,124.7677053
4788,2011-09-11 13:58:00,North,Social Media,Kitchen,Premium,1.25,1.25,0.1333,372.0,9380,0.004,5.04,-1.0,60.0,10219.16,146.280449
4789,2009-12-15 15:36:00,North,Influencer,Storage,Standard,42.5,4.25,0.3384,230.0,5519,0.0635,5.56,1.0,21.0,356.04,113.1853364
4790,2011-10-13 12:30:00,North,Affiliate,Storage,Premium,6.8,0.85,0.6,393.0,5781,0.0499,5.58,-0.366025404,30.0,13014.71,132.9813447
4791,2010-10-17 11:11:00,North,Affiliate,Storage,Premium,3.9,1.95,0.3085,386.0,9533,0.0128,2.63,-0.366025404,60.0,264.95,117.1589796
4792,2011-10-04 15:19:00,North,Search,Storage,Premium,30.0,1.25,0.204,446.0,7903,0.0515,4.56,-0.366025404,90.0,6917.52,164.2220672
4793,2011-08-05 12:37:00,North,Social Media,Seasonal,Premium,1195.810716,1.65,0.1897,886.0,17819,0.0602,2.44,-1.366025404,28.0,381.17,117.2684283
4794,2011-01-14 10:20:00,North,Social Media,Storage,Premium,19.5,1.95,0.5346,601.0,17472,0.0465,2.06,1.366025404,28.0,12502.62,169.4625098
4795,2011-04-03 13:24:00,North,Search,General,Premium,10.9,5.45,0.1823,26.0,522,0.0454,1.24,0.366025404,7.0,1781.44,103.9515763
4796,2011-01-16 16:10:00,North,Affiliate,Seasonal,Standard,7.5,3.75,0.204,400.0,5954,0.078,6.43,1.366025404,28.0,26.25,85.94211719
4797,2011-09-14 11:58:00,North,Affiliate,Storage,Premium,50.4,0.42,0.6,528.0,7573,0.0738,5.58,-1.0,28.0,6423.1,206.2902255
4798,2010-06-16 13:52:00,North,Search,Storage,Premium,4.95,4.95,0.2295,51.0,697,0.0042,2.49,-1.0,28.0,16988.59,65.21184267
4799,2010-11-29 12:36:00,North,Influencer,General,Standard,1789.278232,0.65,0.4733,315.0,4533,0.0021,4.83,0.366025404,90.0,363.2,279.2556579
4800,2010-03-07 15:34:00,North,Email,General,Premium,3.75,3.75,0.0436,4.0,54,0.0349,2.76,1.0,14.0,866.41,83.96285158
4801,2011-11-25 13:23:00,North,Social Media,Storage,Premium,21.0,2.1,0.0375,423.0,11615,0.0026,3.81,0.366025404,90.0,10489.88,162.6688581
4802,2010-06-28 11:39:00,North,Social Media,Storage,Premium,15.0,1.25,0.3931,689.0,31121,0.1026,5.01,-1.0,21.0,774.68,173.3025299
4803,2011-01-07 12:45:00,North,Email,Storage,Premium,690.6338547,1.95,0.098,504.0,7737,0.0015,6.59,1.366025404,28.0,23345.85,172.122693
4804,2010-05-27 11:09:00,North,TV,General,Premium,11.9,3.75,0.3062,389.0,8668,0.0696,3.74,-0.366025404,14.0,1979.32,91.67928621
4805,2010-06-24 15:50:00,North,TV,General,Premium,11.9,0.29,0.1053,406.0,15839,0.2086,5.84,-1.0,14.0,389.67,257.6434816
4806,2011-10-28 12:40:00,North,Social Media,Stationery,Premium,34.8,1.45,0.1267,256.0,4650,0.1518,5.24,-0.366025404,28.0,8387.69,188.1083783
4807,2010-12-14 13:10:00,North,Social Media,General,Premium,0.42,0.42,0.115,114.0,1568,0.0221,4.05,1.0,21.0,19577.83,198.8024825
4808,2010-07-22 18:54:00,North,Search,General,Premium,13.65,0.65,0.204,136.0,2269,0.1519,1.81,-1.366025404,60.0,2167.87,195.5283734
4809,2011-12-07 12:17:00,North,Search,General,Premium,15.0,1.25,0.4935,422.0,7953,0.1231,2.81,1.0,90.0,3040.03,199.7638068
4810,2011-08-09 12:07:00,North,Search,General,Premium,29.5,2.95,0.3449,631.0,17216,0.0391,5.63,-1.366025404,28.0,11834.61,69.16177686
4811,2010-07-15 20:16:00,North,TV,General,Premium,2.9,1.45,0.2613,508.0,11775,0.016,5.53,-1.366025404,7.0,1780.51,86.42117672
4812,2011-11-11 14:50:00,North,Search,General,Budget,3.75,3.75,0.3858,357.0,21633,0.0135,4.4,0.366025404,14.0,293.14,80.10751014
4813,2011-10-02 12:05:00,North,Search,General,Premium,4.95,1.65,0.1099,89.0,1148,0.0649,3.52,-0.366025404,28.0,1765.22,124.6193719
4814,2010-04-27 15:32:00,North,Search,Storage,Premium,3.75,1.25,0.2004,689.0,11576,0.0775,4.34,0.366025404,90.0,2779.81,193.4157239
4815,2011-08-21 14:10:00,North,Search,Stationery,Standard,2.55,0.85,0.1919,244.0,2904,0.0432,2.94,-1.366025404,28.0,114.12,153.2152294
4816,2010-02-23 14:40:00,North,Search,General,Premium,11.9,4.65,0.3449,894.0,18021,0.0316,2.42,1.366025404,90.0,543.94,132.4681448
4817,2009-12-02 15:51:00,North,Email,Stationery,Standard,9.95,9.95,0.0813,301.0,4844,0.0486,4.27,1.0,60.0,24.3,99.5222514
4818,2010-10-19 12:15:00,North,Search,Stationery,Premium,15.12,0.21,0.094,67.0,2341,0.102,5.47,-0.366025404,7.0,2388.06,255.0448109
4819,2011-06-20 13:14:00,North,Search,Kitchen,Premium,7.5,1.25,0.5532,113.0,2472,0.1643,4.49,-1.0,21.0,10657.79,140.9885111
4820,2011-05-23 11:07:00,North,Search,Storage,Premium,2.5,1.25,0.1094,490.0,20548,0.0206,1.17,-0.366025404,28.0,10218.11,185.1000827
4821,2011-04-11 13:02:00,North,Social Media,General,Premium,11.7,1.95,0.1028,269.0,3817,0.0145,4.83,0.366025404,30.0,1965.98,140.3759353
4822,2010-11-16 00:00:00,North,Social Media,General,Premium,15.0,1.25,0.1598,162.0,2121,0.0092,2.8,0.366025404,30.0,3236.35,150.2396344
4823,2011-11-15 12:33:00,North,TV,General,Premium,4.95,1.65,0.169,89.0,1128,0.0576,4.08,0.366025404,28.0,2047.35,100.693998
4824,2011-03-30 12:12:00,North,Email,Storage,Premium,11.8,163.2480665,0.1611,351.0,17278,0.0475,7.8,1.0,60.0,2122.81,83.67493611
4825,2010-06-07 09:37:00,North,Affiliate,General,Premium,19.8,1.65,0.4211,186.0,3892,0.064,0.91,-1.0,60.0,1004.22,100.6181986
4826,2011-12-08 15:31:00,North,Email,Kitchen,Premium,7.5,152.0655484,0.3904,372.0,4599,0.1499,2.18,1.0,7.0,10694.59,119.4728877
4827,2010-03-09 00:00:00,North,TV,General,Premium,17.0,4.25,0.1176,120.0,2251,0.0589,5.84,1.0,14.0,1781.44,90.03642779
4828,2011-10-18 13:41:00,North,Email,Stationery,Premium,1.68,0.42,0.422,90.0,2233,0.0871,1.32,-0.366025404,14.0,6556.52,193.6601232
4829,2010-04-28 16:26:00,North,Influencer,Kitchen,Premium,17.85,5.95,0.2478,269.0,2132,0.0342,2.39,0.366025404,28.0,2092.35,135.056208
4830,2011-11-21 11:34:00,North,Affiliate,Storage,Premium,2.95,2.95,0.362,744.0,17040,0.0064,1.88,0.366025404,14.0,1510.02,114.6017124
4831,2010-06-09 08:46:00,North,Affiliate,Kitchen,Premium,10.0,1.25,0.3038,372.0,11824,0.1127,2.31,-1.0,14.0,542.48,146.7944703
4832,2011-08-16 13:26:00,East,Search,Storage,Budget,10.5,117.0665124,0.0999,200.0,2316,0.0459,8.51,-1.366025404,21.0,117.25,27.9286919
4833,2010-12-05 14:45:00,North,Influencer,Seasonal,Premium,7.5,1.25,0.0512,391.0,18399,0.1423,4.68,1.0,7.0,6868.21,216.6762737
4834,2010-06-16 12:01:00,North,Search,General,Premium,52.2,1.45,0.3142,507.0,9585,0.0435,6.7,-1.0,30.0,1764.13,121.6054816
4835,2009-12-11 16:54:00,North,Social Media,Stationery,Standard,1.25,1.25,0.4579,54.0,816,0.0863,3.4,1.0,28.0,158.7,108.3869752
4836,2010-05-12 10:56:00,North,Affiliate,General,Premium,31.2,1.95,0.0937,526.0,13542,0.0465,3.96,-0.366025404,14.0,29078.67,124.028237
4837,2010-01-14 10:35:00,North,Social Media,Kitchen,Premium,17.7,177.1869928,0.1513,647.0,6711,0.1017,4.08,1.366025404,28.0,925.55,114.1572298
4838,2011-09-02 12:52:00,North,Search,Seasonal,Premium,17.4,1.45,0.325,582.0,20129,0.0192,7.01,-1.0,30.0,4112.97,121.412546
4839,2011-10-19 12:30:00,North,Search,General,Premium,71.4,5.95,0.204,135.0,1234,0.0993,3.92,-0.366025404,21.0,1785.05,108.1842402
4840,2011-11-27 13:03:00,North,Email,Storage,Premium,14.94,2.49,0.0338,270.0,5082,0.0347,4.33,0.366025404,28.0,6504.21,131.4076624
4841,2010-06-07 13:02:00,North,Affiliate,Lighting,Premium,7.5,1.25,0.3099,593.0,26057,0.0509,1.21,-1.0,90.0,3121.52,153.5032497
4842,2011-08-03 13:06:00,North,Affiliate,General,Premium,59.4,4.95,0.167,269.0,15870,0.0334,0.82,-1.366025404,21.0,3223.52,71.83673309
4843,2011-02-07 09:50:00,North,Social Media,General,Premium,25.2,2.1,0.0288,187.0,1238,0.0548,2.42,1.366025404,21.0,11071.74,173.5489247
4844,2010-12-16 13:15:00,North,Search,General,Premium,10.08,0.42,0.1175,146.0,1860,0.1283,6.69,1.0,7.0,6349.99,250.3155196
4845,2011-12-05 12:28:00,North,TV,General,Standard,5.95,5.95,0.2497,156.0,1999,0.0493,1.38,1.0,7.0,642.75,83.86511065
4846,2011-09-04 12:41:00,North,Email,General,Standard,2.1,2.1,0.1153,269.0,5882,0.1004,3.55,-1.0,30.0,168.36,118.470629
4847,2009-12-21 15:36:00,North,Social Media,General,Premium,1.25,1.25,0.2784,2.0,22,0.0382,7.91,1.0,60.0,600.01,58.90825096
4848,2010-04-06 11:17:00,North,Affiliate,General,Premium,14.85,4.95,0.1375,600.0,8427,0.0107,3.87,0.366025404,30.0,722.47,113.2174968
4849,2011-05-13 12:53:00,North,Social Media,General,Premium,2.5,1.25,0.2663,146.0,3963,0.0022,3.39,-0.366025404,7.0,2087.14,117.0893806
4850,2011-11-09 14:44:00,North,Social Media,Lighting,Premium,12.48,2.08,0.0076,450.0,6541,0.0077,3.47,0.366025404,60.0,2565.82,176.5483067
4851,2011-07-27 10:52:00,North,Social Media,General,Premium,15.0,1.25,0.0657,208.0,4076,0.0204,4.35,-1.366025404,28.0,5775.7,127.9492017
4852,2010-02-03 08:14:00,North,Email,Lighting,Premium,130.8,5.45,0.3243,60.0,1820,0.0558,5.27,1.366025404,30.0,1180.0,104.3378844
4853,2010-06-09 08:02:00,North,Social Media,Kitchen,Premium,20.4,0.85,0.204,328.0,6395,0.0142,0.15,-1.0,28.0,3458.91,192.8360033
4854,2009-12-17 14:15:00,North,TV,General,Premium,7.8,215.2686315,0.1144,96.0,3433,0.0435,3.13,1.0,60.0,88.14,85.36857671
4855,2010-03-19 10:02:00,North,Social Media,Storage,Premium,8.5,0.85,0.04,393.0,5734,0.0105,1.63,1.0,21.0,2309.18,248.7174365
4856,2010-11-08 10:44:00,North,Search,Storage,Premium,81.6,2.55,0.3716,269.0,21743,0.0399,3.42,0.366025404,7.0,1781.44,148.3024902
4857,2011-02-27 13:03:00,North,Search,Stationery,Premium,10.08,0.42,0.3806,217.0,3245,0.0456,3.95,1.366025404,60.0,22382.03,251.2281084
4858,2010-04-28 13:53:00,North,Influencer,General,Premium,0.85,0.85,0.1313,327.0,6720,0.092,3.54,0.366025404,30.0,402.19,205.6766311
4859,2010-02-04 09:59:00,North,Social Media,Storage,Standard,17.85,5.95,0.0689,185.0,3593,0.0618,4.22,1.366025404,14.0,31.37,109.8711616
4860,2011-10-27 17:22:00,North,Social Media,Kitchen,Premium,19.8,1.65,0.4938,351.0,7463,0.0186,3.68,-0.366025404,60.0,11080.88,123.8431099
4861,2011-10-18 14:00:00,North,Search,General,Standard,16.5,8.25,0.3385,378.0,3375,0.0435,8.06,-0.366025404,28.0,488.23,68.45914388
4862,2010-09-09 10:37:00,North,Email,General,Premium,12.6,2.1,0.0746,46.0,350,0.1564,4.28,-1.0,21.0,6157.08,118.9253344
4863,2010-11-04 13:32:00,North,Search,Stationery,Premium,10.5,0.42,0.1089,203.0,9843,0.0354,6.36,0.366025404,7.0,30.6,221.6918704
4864,2011-11-21 11:34:00,North,Social Media,General,Premium,1.7,0.85,0.204,243.0,3905,0.0187,2.53,0.366025404,7.0,1798.68,167.1087893
4865,2011-03-07 10:28:00,North,Affiliate,General,Standard,25.2,2.1,0.204,385.0,12391,0.0675,6.11,1.0,60.0,585.38,137.0068651
4866,2010-12-06 13:53:00,North,Affiliate,General,Premium,8.4,114.3098322,0.3215,187.0,3340,0.0509,5.63,1.0,7.0,6656.31,64.30683085
4867,2010-09-12 12:47:00,North,Search,General,Premium,7.5,1.25,0.3449,24.0,418,0.0229,1.13,-1.0,30.0,373.75,87.64260238
4868,2011-01-19 13:32:00,East,Search,Stationery,Premium,5.1,2.55,0.2337,51.0,320,0.1336,7.48,1.366025404,90.0,659.02,105.5158517
4869,2011-11-06 13:17:00,North,Social Media,Lighting,Budget,9.9,1.65,0.1556,269.0,8487,0.0446,0.19,0.366025404,14.0,24.84,182.3994897
4870,2011-11-24 18:05:00,North,Email,General,Premium,39.48,3.29,0.1219,39.0,1302,0.0375,5.85,0.366025404,7.0,61960.99,95.62014204
4871,2010-06-17 12:17:00,North,Affiliate,Storage,Premium,25.2,2.1,0.4136,75.0,1316,0.0468,3.44,-1.0,28.0,582.14,71.17559841
4872,2010-08-08 12:18:00,North,Email,Seasonal,Premium,10.2,0.85,0.0679,481.0,12051,0.0067,2.48,-1.366025404,21.0,1781.44,159.2891746
4873,2010-06-03 00:00:00,North,Search,General,Premium,19.9,9.95,0.0696,219.0,4874,0.0403,3.06,-1.0,14.0,990.19,70.18130768
4874,2011-12-02 10:47:00,North,TV,General,Standard,19.9,190.9935151,0.6,325.0,5165,0.0237,2.55,1.0,30.0,4939.99,58.52705514
4875,2011-09-21 11:48:00,North,Search,Storage,Premium,17.34,2.89,0.3571,170.0,5181,0.0107,5.05,-1.0,28.0,1940.21,63.34327765
4876,2011-11-20 15:36:00,North,Search,General,Premium,0.42,0.42,0.0165,369.0,7574,0.0435,3.51,0.366025404,28.0,2468.15,273.6017954
4877,2009-12-01 11:51:00,North,Social Media,Storage,Premium,11.9,2.95,0.304,17.0,203,0.0478,3.93,1.0,28.0,194.71,99.16430797
4878,2011-09-07 12:21:00,North,Social Media,Storage,Premium,13.2,0.55,0.2331,209.0,4346,0.1337,5.17,-1.0,7.0,7792.93,202.0082925
4879,2011-08-24 10:45:00,North,Search,Seasonal,Premium,19.5,3.25,0.1099,252.0,5259,0.1238,1.75,-1.366025404,60.0,8325.12,118.4114263
4880,2010-05-21 16:37:00,North,Email,General,Premium,19.9,9.95,0.3556,599.0,6112,0.014,4.85,-0.366025404,30.0,6719.75,58.87122413
4881,2010-06-09 08:02:00,North,Search,Storage,Premium,20.4,0.85,0.0591,344.0,4476,0.1996,3.32,-1.0,7.0,3152.81,205.082991
4882,2011-12-07 08:38:00,North,Influencer,General,Premium,59.4,4.95,0.1951,1137.0,13905,0.0435,3.46,1.0,28.0,291730.59,175.0573044
4883,2010-10-12 11:48:00,North,Social Media,Stationery,Premium,39.6,4.95,0.4825,329.0,8522,0.0435,2.72,-0.366025404,21.0,4294.99,94.3478937
4884,2010-07-25 10:30:00,North,Email,General,Standard,160.0,0.32,0.0312,46.0,970,0.0184,4.0,-1.366025404,30.0,200.8,121.4661248
4885,2011-03-25 12:13:00,North,Affiliate,General,Premium,18.75,3.75,0.2259,360.0,4291,0.0298,2.37,1.0,7.0,7994.82,114.9445068
4886,2010-01-19 14:27:00,North,TV,Kitchen,Standard,7.8,0.65,0.4989,209.0,4087,0.0279,4.24,1.366025404,28.0,43.8,141.645362
4887,2010-10-27 12:20:00,North,Social Media,Storage,Premium,45.0,3.75,0.1631,285.0,2708,0.0251,5.56,-0.366025404,60.0,2446.52,105.0286832
4888,2011-11-29 16:31:00,North,Search,Lighting,Premium,85.92,160.7700359,0.1173,450.0,7933,0.0352,2.58,0.366025404,21.0,28334.42,125.7806929
4889,2010-05-04 12:22:00,North,Search,General,Budget,20.28,1.69,0.1293,234.0,5363,0.0134,3.49,-0.366025404,30.0,50.58,134.3461637
4890,2010-03-30 13:13:00,North,Social Media,Seasonal,Premium,30.0,1.25,0.2357,24.0,403,0.1366,4.43,1.0,7.0,72986.43,170.3591087
4891,2010-04-29 16:45:00,North,Email,General,Premium,0.84,0.42,0.1989,251.0,6275,0.0246,2.39,0.366025404,60.0,625.34,228.1083496
4892,2010-11-10 11:47:00,North,Search,Seasonal,Standard,10.08,0.42,0.11,361.0,7629,0.0958,2.6,0.366025404,90.0,416.3,311.5519105
4893,2010-10-05 13:14:00,North,Email,Stationery,Standard,675.9757044,4.95,0.1599,129.0,2260,0.0919,7.14,-0.366025404,28.0,995.12,100.9527431
4894,2010-02-12 12:04:00,North,Social Media,General,Premium,14.98,7.49,0.2308,374.0,6675,0.0346,3.18,1.366025404,30.0,656.89,113.6992719
4895,2011-10-13 10:26:00,North,Social Media,Stationery,Premium,10.2,0.85,0.495,793.0,11424,0.0074,4.78,-0.366025404,28.0,6008.64,180.6610875
4896,2010-10-03 12:18:00,North,Search,General,Premium,2.95,2.95,0.3717,439.0,7623,0.0435,1.22,-0.366025404,7.0,664.93,119.9508235
4897,2010-09-24 11:11:00,North,Email,General,Premium,1.25,1.25,0.2559,105.0,759,0.0862,7.96,-1.0,21.0,237.76,82.01211347
4898,2010-03-09 10:53:00,North,Search,Stationery,Premium,27.04,1.69,0.3585,251.0,7644,0.0369,4.48,1.0,28.0,1059.47,156.9700253
4899,2010-10-24 14:40:00,North,Email,General,Premium,2.1,2.1,0.3208,566.0,11501,0.0346,2.45,-0.366025404,60.0,470.71,116.1289837
4900,2011-03-31 16:41:00,North,Influencer,General,Premium,15.9,7.95,0.204,193.0,2472,0.0374,2.52,1.0,30.0,6626.45,124.0393243
4901,2010-10-17 14:17:00,North,Search,General,Premium,17.85,5.95,0.2712,682.0,-28663,0.0082,2.51,-0.366025404,21.0,979.95,91.5462998
4902,2011-06-15 12:36:00,North,Influencer,General,Premium,39.0,0.65,0.575,140.0,2353,0.0053,3.74,-1.0,28.0,26057.59,133.2241855
4903,2010-06-13 14:40:00,North,Social Media,Kitchen,Premium,2.98,1.49,0.2043,71.0,1910,0.0594,5.0,-1.0,14.0,16373.78,99.76680924
4904,2010-10-07 13:05:00,North,Email,General,Standard,2.95,2.95,0.0393,288.0,10925,0.0295,3.04,-0.366025404,14.0,29.39,93.02379309
4905,2010-07-22 11:53:00,North,Email,Kitchen,Premium,10.0,1.25,0.0042,196.0,5730,0.1175,3.35,-1.366025404,30.0,8140.86,151.6769477
4906,2010-10-03 15:37:00,North,Search,General,Premium,17.7,2.95,0.2817,53.0,213,0.1293,1.34,-0.366025404,30.0,802.6,121.6468418
4907,2011-06-01 15:34:00,North,Search,General,Premium,4.2,2.1,0.472,486.0,7112,0.0276,4.09,-1.0,7.0,4679.54,89.10337772
4908,2010-02-24 11:51:00,North,Social Media,Storage,Premium,1.95,1.95,0.0112,504.0,6869,0.1032,7.83,1.366025404,7.0,2159.58,157.897866
4909,2011-05-08 15:15:00,North,Affiliate,General,Premium,3.48,0.29,0.0713,335.0,13221,0.0373,2.51,-0.366025404,90.0,30963.27,290.0024276
4910,2011-09-04 16:12:00,North,Social Media,General,Standard,2.1,2.1,0.2289,385.0,6909,0.0333,3.23,-1.0,28.0,78.67,114.5568522
4911,2011-02-01 15:24:00,North,TV,General,Premium,5.1,2.55,0.3822,217.0,8323,0.0139,2.48,1.366025404,7.0,1781.44,83.67578439
4912,2011-06-07 08:21:00,North,Search,General,Premium,17.7,2.95,0.2597,266.0,8505,0.0337,5.84,-1.0,28.0,6006.37,92.55994591
4913,2010-12-08 15:56:00,North,Influencer,General,Premium,3.75,3.75,0.3856,426.0,5940,0.0435,8.04,1.0,14.0,12124.65,103.3732814
4914,2010-04-23 14:23:00,North,TV,General,Premium,102.0,4.25,0.1784,385.0,12619,0.0879,2.97,0.366025404,90.0,415.06,127.0532567
4915,2010-12-05 16:24:00,North,Search,General,Premium,1392.740587,7.95,0.0267,626.0,7401,0.0197,2.11,1.0,30.0,1781.44,186.2141322
4916,2011-07-11 10:33:00,West,Email,Kitchen,Standard,10.0,1.25,0.0452,73.0,1719,0.0435,1.71,-1.366025404,30.0,2230.76,122.6990177
4917,2009-12-15 12:00:00,North,Search,General,Premium,19.8,1.65,0.5567,197.0,5169,0.0794,0.66,1.0,28.0,3592.15,180.431067
4918,2010-09-01 09:25:00,North,Influencer,Storage,Premium,23.4,1.95,0.179,423.0,11988,0.0602,6.56,-1.0,21.0,940.6,123.349606
4919,2010-08-10 09:38:00,North,Social Media,Stationery,Standard,20.4,2.55,0.1302,241.0,4862,0.0717,6.74,-1.366025404,28.0,237.35,81.91700513
4920,2010-07-18 11:31:00,North,Affiliate,Seasonal,Standard,20.4,0.85,0.4216,247.0,7057,0.0575,5.5,-1.366025404,14.0,537.44,105.1677416
4921,2010-10-03 12:13:00,North,Search,General,Premium,1.65,1.65,0.2618,472.0,12037,0.0698,3.88,-0.366025404,90.0,661.98,149.0833039
4922,2010-06-06 10:57:00,North,Search,Storage,Premium,29.5,2.95,0.1712,1490.0,30615,0.0218,6.05,-1.0,60.0,1412.37,102.692309
4923,2010-10-20 14:28:00,East,Social Media,Seasonal,Premium,10.2,0.85,0.062,298.0,13675,0.0435,6.45,-0.366025404,30.0,201.41,169.6213508
4924,2010-01-29 14:37:00,North,Social Media,General,Premium,59.5,5.95,0.3724,279.0,7300,0.069,0.51,1.366025404,28.0,3440.05,145.1867188
4925,2011-11-24 00:00:00,North,Social Media,Storage,Premium,45.0,1.25,0.0274,57.0,783,0.0694,1.95,0.366025404,21.0,53405.67,181.6877008
4926,2011-11-27 11:18:00,North,TV,Stationery,Premium,2.1,0.42,0.5502,269.0,2811,0.125,3.9,0.366025404,14.0,6397.37,193.9812459
4927,2010-12-03 12:24:00,North,Influencer,General,Premium,10.08,0.42,0.6,151.0,2417,0.0363,4.02,1.0,30.0,656.27,224.9112816
4928,2010-05-28 12:37:00,North,Affiliate,Kitchen,Premium,9.75,3.25,0.1678,318.0,9310,0.0137,1.08,-0.366025404,21.0,1190.17,111.0539878
4929,2010-01-26 11:44:00,North,Social Media,Lighting,Premium,6.3,2.1,0.1403,208.0,5157,0.0455,3.41,1.366025404,28.0,898.97,138.9363663
4930,2011-07-07 14:55:00,North,TV,General,Premium,17.0,4.25,0.2882,127.0,9012,0.0009,1.29,-1.366025404,21.0,10189.52,55.69183349
4931,2011-02-22 16:13:00,North,Influencer,Storage,Standard,1.65,1.65,0.2066,132.0,3427,0.0195,4.17,1.366025404,28.0,1156.66,114.1741776
4932,2011-11-24 13:25:00,North,Influencer,General,Premium,8.25,8.25,0.204,525.0,14786,0.0495,7.31,0.366025404,21.0,7452.84,115.9111562
4933,2011-01-27 10:18:00,North,Social Media,General,Premium,15.6,0.65,0.0759,121.0,2470,0.0407,0.82,1.366025404,7.0,68219.22,213.1190228
